inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.155992388725280762e+00,1.134980797767639160e+00,1.115148425102233887e+00,1.096572756767272949e+00,1.079099059104919434e+00,1.062660694122314453e+00,1.047196388244628906e+00,1.032723665237426758e+00,1.019116640090942383e+00,1.006208658218383789e+00,9.941208362579345703e-01,9.827753305435180664e-01,9.721366167068481445e-01,9.621728658676147461e-01,9.529371261596679688e-01,9.442372918128967285e-01,9.362125992774963379e-01,9.286788105964660645e-01,9.217763543128967285e-01,9.153274893760681152e-01,9.094736576080322266e-01,9.041206240653991699e-01,8.992544412612915039e-01,8.947850465774536133e-01,8.908563256263732910e-01,8.873824477195739746e-01,8.843549489974975586e-01,8.817669749259948730e-01,8.796121478080749512e-01,8.778858184814453125e-01,8.765841126441955566e-01,8.757040500640869141e-01,8.752439618110656738e-01,8.752028346061706543e-01,8.755810260772705078e-01,8.764052391052246094e-01,8.776640295982360840e-01,8.793488144874572754e-01,8.814638853073120117e-01,8.840149044990539551e-01,8.870082497596740723e-01,8.904595375061035156e-01,8.943145275115966797e-01,8.987020850181579590e-01,9.035699963569641113e-01,9.089313149452209473e-01,9.147355556488037109e-01,9.211276769638061523e-01,9.279954433441162109e-01,9.354888796806335449e-01,9.434972405433654785e-01,9.521096944808959961e-01,9.614199399948120117e-01,9.713228344917297363e-01,9.819143414497375488e-01,9.931581616401672363e-01,1.005232095718383789e+00,1.018118262290954590e+00,1.031779050827026367e+00,1.046338796615600586e+00,1.061923861503601074e+00,1.079155445098876953e+00,1.100035309791564941e+00,1.122125387191772461e+00,1.543471650124232895e+02,5.353919593107406882e+01,4.414934952193447226e-01,0.000000000000000000e+00,-1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.155785322189331055e+00,1.134775161743164062e+00,1.114943504333496094e+00,1.096368789672851562e+00,1.078895807266235352e+00,1.062458276748657227e+00,1.046994686126708984e+00,1.032522678375244141e+00,1.018910646438598633e+00,1.005955219268798828e+00,9.938687086105346680e-01,9.825243353843688965e-01,9.718867540359497070e-01,9.619239568710327148e-01,9.526893496513366699e-01,9.439901113510131836e-01,9.359663724899291992e-01,9.284330606460571289e-01,9.215311408042907715e-01,9.150824546813964844e-01,9.092289805412292480e-01,9.038761258125305176e-01,8.990095853805541992e-01,8.945382237434387207e-01,8.906093835830688477e-01,8.871353268623352051e-01,8.841074109077453613e-01,8.815188407897949219e-01,8.793633580207824707e-01,8.776363134384155273e-01,8.763337135314941406e-01,8.754527568817138672e-01,8.749915361404418945e-01,8.749492168426513672e-01,8.753452301025390625e-01,8.761796355247497559e-01,8.774367570877075195e-01,8.791196942329406738e-01,8.812327980995178223e-01,8.837817907333374023e-01,8.867778778076171875e-01,8.902353048324584961e-01,8.940876126289367676e-01,8.984727859497070312e-01,9.033380746841430664e-01,9.086966514587402344e-01,9.144976735115051270e-01,9.208868741989135742e-01,9.277511239051818848e-01,9.352412819862365723e-01,9.432457685470581055e-01,9.518541097640991211e-01,9.611625671386718750e-01,9.710612893104553223e-01,9.816485047340393066e-01,9.928873777389526367e-01,1.004965662956237793e+00,1.017846226692199707e+00,1.031500577926635742e+00,1.046065807342529297e+00,1.061645865440368652e+00,1.080631256103515625e+00,1.101536273956298828e+00,1.122885465621948242e+00,1.543473095649866309e+02,5.352347544455169270e+01,4.405736804178851940e-01,0.000000000000000000e+00,-2.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.155387043952941895e+00,1.134380459785461426e+00,1.114551663398742676e+00,1.095980167388916016e+00,1.078510046005249023e+00,1.062075018882751465e+00,1.046613812446594238e+00,1.032128930091857910e+00,1.018441915512084961e+00,1.005489230155944824e+00,9.934056997299194336e-01,9.820640683174133301e-01,9.714289307594299316e-01,9.614683389663696289e-01,9.522360563278198242e-01,9.435385465621948242e-01,9.355166554450988770e-01,9.279844760894775391e-01,9.210839867591857910e-01,9.146360754966735840e-01,9.087836146354675293e-01,9.034298062324523926e-01,8.985617756843566895e-01,8.940903544425964355e-01,8.901613354682922363e-01,8.866871595382690430e-01,8.836588263511657715e-01,8.810697197914123535e-01,8.789134621620178223e-01,8.771853446960449219e-01,8.758816123008728027e-01,8.749991059303283691e-01,8.745362758636474609e-01,8.745243549346923828e-01,8.749364614486694336e-01,8.757687211036682129e-01,8.770235776901245117e-01,8.787039518356323242e-01,8.808144330978393555e-01,8.833716511726379395e-01,8.863759040832519531e-01,8.898298144340515137e-01,8.936781287193298340e-01,8.980594277381896973e-01,9.029204845428466797e-01,9.082747101783752441e-01,9.140707254409790039e-01,9.204549789428710938e-01,9.273135662078857422e-01,9.347982406616210938e-01,9.427966475486755371e-01,9.514012932777404785e-01,9.607034325599670410e-01,9.705948829650878906e-01,9.811744689941406250e-01,9.924181699752807617e-01,1.004491090774536133e+00,1.017363429069519043e+00,1.031027317047119141e+00,1.045584917068481445e+00,1.062922477722167969e+00,1.083137392997741699e+00,1.103348970413208008e+00,1.124169588088989258e+00,1.543475567356913700e+02,5.349659499530130091e+01,4.392810996867478335e-01,0.000000000000000000e+00,-2.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.154704689979553223e+00,1.133705377578735352e+00,1.113882780075073242e+00,1.095317244529724121e+00,1.077852964401245117e+00,1.061423301696777344e+00,1.045881509780883789e+00,1.031334161758422852e+00,1.017654061317443848e+00,1.004706978797912598e+00,9.926292896270751953e-01,9.812932014465332031e-01,9.706628918647766113e-01,9.607067704200744629e-01,9.514791369438171387e-01,9.427851438522338867e-01,9.347671270370483398e-01,9.272376894950866699e-01,9.203402400016784668e-01,9.138918519020080566e-01,9.080389738082885742e-01,9.026860594749450684e-01,8.978196382522583008e-01,8.933486342430114746e-01,8.894205689430236816e-01,8.859467506408691406e-01,8.829184770584106445e-01,8.803290724754333496e-01,8.781722187995910645e-01,8.764430880546569824e-01,8.751379251480102539e-01,8.742999434471130371e-01,8.738723993301391602e-01,8.738632202148437500e-01,8.742725849151611328e-01,8.751018047332763672e-01,8.763532638549804688e-01,8.780452609062194824e-01,8.801678419113159180e-01,8.827257752418518066e-01,8.857254385948181152e-01,8.891744613647460938e-01,8.930168151855468750e-01,8.973924517631530762e-01,9.022476077079772949e-01,9.075952172279357910e-01,9.133838415145874023e-01,9.197608828544616699e-01,9.266115427017211914e-01,9.340899586677551270e-01,9.420816302299499512e-01,9.506762623786926270e-01,9.599684476852416992e-01,9.698570370674133301e-01,9.804389476776123047e-01,9.916737079620361328e-01,1.003744840621948242e+00,1.016621112823486328e+00,1.031060695648193359e+00,1.048713207244873047e+00,1.066959619522094727e+00,1.085798025131225586e+00,1.100115537643432617e+00,1.117747664451599121e+00,1.543479602050146582e+02,5.345271674778889093e+01,4.376390725933154702e-01,0.000000000000000000e+00,-3.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.154033660888671875e+00,1.133041858673095703e+00,1.113225579261779785e+00,1.094666481018066406e+00,1.077179074287414551e+00,1.060650944709777832e+00,1.045098662376403809e+00,1.030558586120605469e+00,1.016885280609130859e+00,1.003944039344787598e+00,9.918721318244934082e-01,9.805412292480468750e-01,9.699158072471618652e-01,9.599640965461730957e-01,9.507410526275634766e-01,9.420505762100219727e-01,9.340363144874572754e-01,9.265074133872985840e-01,9.196104407310485840e-01,9.131634235382080078e-01,9.073129296302795410e-01,9.019621014595031738e-01,8.970971703529357910e-01,8.926271200180053711e-01,8.886999487876892090e-01,8.852267265319824219e-01,8.821987509727478027e-01,8.796092271804809570e-01,8.774530291557312012e-01,8.757711052894592285e-01,8.745019435882568359e-01,8.736533522605895996e-01,8.732236027717590332e-01,8.732118010520935059e-01,8.736201524734497070e-01,8.744624257087707520e-01,8.757266998291015625e-01,8.774158358573913574e-01,8.795344233512878418e-01,8.820880651473999023e-01,8.850831389427185059e-01,8.885270953178405762e-01,8.923635482788085938e-01,8.967334628105163574e-01,9.015825390815734863e-01,9.069238305091857910e-01,9.127054214477539062e-01,9.190778136253356934e-01,9.259229898452758789e-01,9.333938360214233398e-01,9.413769245147705078e-01,9.499693512916564941e-01,9.592625498771667480e-01,9.691455364227294922e-01,9.797189235687255859e-01,9.909623265266418457e-01,1.003028392791748047e+00,1.018057584762573242e+00,1.034776568412780762e+00,1.051772475242614746e+00,1.068982839584350586e+00,1.081266403198242188e+00,1.097751259803771973e+00,1.260607004165649414e+00,1.543483040370059598e+02,5.341078920006837194e+01,4.363216068682630455e-01,8.726646006107330322e-02,-3.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.154323220252990723e+00,1.133303046226501465e+00,1.113455295562744141e+00,1.094766259193420410e+00,1.077177762985229492e+00,1.060627698898315430e+00,1.045054078102111816e+00,1.030496954917907715e+00,1.016806960105895996e+00,1.003845930099487305e+00,9.917582273483276367e-01,9.804117679595947266e-01,9.697711467742919922e-01,9.598044157028198242e-01,9.505698084831237793e-01,9.418618679046630859e-01,9.338338375091552734e-01,9.262897968292236328e-01,9.193817973136901855e-01,9.129207134246826172e-01,9.070593118667602539e-01,9.016976952552795410e-01,8.968220353126525879e-01,8.923380374908447266e-01,8.884000182151794434e-01,8.849159479141235352e-01,8.819123506546020508e-01,8.793490529060363770e-01,8.772176504135131836e-01,8.755135536193847656e-01,8.742328882217407227e-01,8.733724951744079590e-01,8.729422688484191895e-01,8.729348182678222656e-01,8.733454942703247070e-01,8.741757273674011230e-01,8.754276633262634277e-01,8.771044015884399414e-01,8.792104125022888184e-01,8.817511200904846191e-01,8.847331404685974121e-01,8.881637454032897949e-01,8.919837474822998047e-01,8.963395953178405762e-01,9.011757373809814453e-01,9.065047502517700195e-01,9.122707843780517578e-01,9.186275601387023926e-01,9.254536628723144531e-01,9.329158067703247070e-01,9.408916831016540527e-01,9.494696855545043945e-01,9.587496519088745117e-01,9.686293005943298340e-01,9.791957139968872070e-01,9.926777482032775879e-01,1.007210850715637207e+00,1.022282123565673828e+00,1.037791371345520020e+00,1.048821926116943359e+00,1.063494801521301270e+00,1.076883435249328613e+00,1.211261868476867676e+00,1.181607007980346680e+00,1.543470458980241915e+02,5.336085745505397426e+01,4.354101932964375976e-01,8.726646006107330322e-02,-3.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.156049251556396484e+00,1.134903907775878906e+00,1.114845514297485352e+00,1.096083164215087891e+00,1.078429102897644043e+00,1.061815738677978516e+00,1.046181440353393555e+00,1.031573176383972168e+00,1.017833948135375977e+00,1.004818558692932129e+00,9.926850199699401855e-01,9.812943935394287109e-01,9.706109762191772461e-01,9.605994820594787598e-01,9.513285160064697266e-01,9.425810575485229492e-01,9.345212578773498535e-01,9.269399046897888184e-01,9.200018644332885742e-01,9.135053753852844238e-01,9.076153635978698730e-01,9.022258520126342773e-01,8.973228931427001953e-01,8.928148150444030762e-01,8.888956904411315918e-01,8.854231834411621094e-01,8.823959827423095703e-01,8.798074126243591309e-01,8.776511549949645996e-01,8.759263157844543457e-01,8.746376037597656250e-01,8.737696409225463867e-01,8.733206391334533691e-01,8.732896447181701660e-01,8.736770153045654297e-01,8.744839429855346680e-01,8.757129311561584473e-01,8.773666620254516602e-01,8.794497251510620117e-01,8.819675445556640625e-01,8.849264979362487793e-01,8.883342146873474121e-01,8.921275138854980469e-01,8.964626193046569824e-01,9.012767076492309570e-01,9.065822362899780273e-01,9.123190045356750488e-01,9.186618328094482422e-01,9.254701137542724609e-01,9.329102039337158203e-01,9.408629536628723145e-01,9.494257569313049316e-01,9.586889743804931641e-01,9.703422784805297852e-01,9.832890629768371582e-01,9.971086978912353516e-01,1.010659575462341309e+00,1.025305747985839844e+00,1.033135414123535156e+00,1.045676708221435547e+00,1.208346724510192871e+00,1.163138270378112793e+00,1.135762333869934082e+00,1.128241300582885742e+00,1.543434687537979642e+02,5.331090966915999019e+01,4.350751444271718227e-01,1.745329201221466064e-01,-3.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.159793138504028320e+00,1.138435602188110352e+00,1.118225693702697754e+00,1.099331855773925781e+00,1.081551790237426758e+00,1.064818024635314941e+00,1.049068450927734375e+00,1.034361362457275391e+00,1.020527482032775879e+00,1.007409453392028809e+00,9.951887130737304688e-01,9.837115406990051270e-01,9.729438424110412598e-01,9.628542661666870117e-01,9.535189270973205566e-01,9.446984529495239258e-01,9.365786910057067871e-01,9.289287924766540527e-01,9.219348430633544922e-01,9.153736829757690430e-01,9.094312191009521484e-01,9.040104150772094727e-01,8.990963101387023926e-01,8.945688605308532715e-01,8.905954957008361816e-01,8.870774507522583008e-01,8.840057253837585449e-01,8.813856244087219238e-01,8.792030811309814453e-01,8.774489760398864746e-01,8.761193752288818359e-01,8.752114176750183105e-01,8.747231364250183105e-01,8.746536970138549805e-01,8.750031590461730957e-01,8.757729530334472656e-01,8.769650459289550781e-01,8.785827159881591797e-01,8.806299567222595215e-01,8.831126689910888672e-01,8.860387802124023438e-01,8.894137144088745117e-01,8.931629061698913574e-01,8.974634408950805664e-01,9.022454023361206055e-01,9.075269103050231934e-01,9.132316708564758301e-01,9.195406436920166016e-01,9.263160228729248047e-01,9.337347149848937988e-01,9.416508674621582031e-01,9.523710608482360840e-01,9.634891152381896973e-01,9.756287932395935059e-01,9.876084327697753906e-01,1.000970363616943359e+00,1.007207036018371582e+00,1.019135475158691406e+00,1.197102665901184082e+00,1.154249906539916992e+00,1.125316381454467773e+00,1.098321557044982910e+00,1.098050713539123535e+00,1.109873056411743164e+00,1.543368324423277045e+02,5.326080419827075474e+01,4.352050329139539042e-01,2.617993950843811035e-01,-3.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.165711998939514160e+00,1.144132494926452637e+00,1.123692393302917480e+00,1.104597449302673340e+00,1.086625576019287109e+00,1.069708466529846191e+00,1.053783535957336426e+00,1.038925647735595703e+00,1.024947285652160645e+00,1.011672616004943848e+00,9.993156194686889648e-01,9.877097606658935547e-01,9.768191576004028320e-01,9.666111469268798828e-01,9.571774601936340332e-01,9.482467174530029297e-01,9.400358796119689941e-01,9.322826862335205078e-01,9.252038598060607910e-01,9.185781478881835938e-01,9.125957489013671875e-01,9.071172475814819336e-01,9.021286368370056152e-01,8.975142240524291992e-01,8.934723138809204102e-01,8.899025917053222656e-01,8.867811560630798340e-01,8.841009140014648438e-01,8.818557262420654297e-01,8.800404667854309082e-01,8.786512017250061035e-01,8.776850104331970215e-01,8.771398067474365234e-01,8.770147562026977539e-01,8.773097395896911621e-01,8.780260086059570312e-01,8.791658282279968262e-01,8.807327747344970703e-01,8.827313780784606934e-01,8.851661682128906250e-01,8.880430459976196289e-01,8.913695812225341797e-01,8.950631618499755859e-01,8.993266224861145020e-01,9.040695428848266602e-01,9.093047380447387695e-01,9.149635434150695801e-01,9.212402105331420898e-01,9.281555414199829102e-01,9.373359680175781250e-01,9.474927186965942383e-01,9.581504464149475098e-01,9.685094952583312988e-01,9.797348976135253906e-01,9.854127168655395508e-01,9.954670667648315430e-01,1.197225332260131836e+00,1.157092332839965820e+00,1.111626505851745605e+00,1.079064249992370605e+00,1.074112653732299805e+00,1.076724171638488770e+00,1.091824769973754883e+00,1.110281229019165039e+00,1.543269505795339001e+02,5.321056417789266391e+01,4.357014805269918689e-01,3.490658402442932129e-01,-3.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.175719261169433594e+00,1.153779625892639160e+00,1.132967352867126465e+00,1.113546609878540039e+00,1.095263957977294922e+00,1.078050017356872559e+00,1.061841368675231934e+00,1.046738982200622559e+00,1.032524824142456055e+00,1.018996477127075195e+00,1.006424784660339355e+00,9.946126937866210938e-01,9.835238456726074219e-01,9.731252789497375488e-01,9.635325670242309570e-01,9.544245600700378418e-01,9.460667967796325684e-01,9.381733536720275879e-01,9.309986829757690430e-01,9.242352247238159180e-01,9.181259870529174805e-01,9.125248193740844727e-01,9.074187874794006348e-01,9.026879668235778809e-01,8.985500931739807129e-01,8.948727250099182129e-01,8.916468620300292969e-01,8.888654708862304688e-01,8.865216970443725586e-01,8.846108913421630859e-01,8.831286430358886719e-01,8.820719122886657715e-01,8.814385533332824707e-01,8.812274932861328125e-01,8.814386725425720215e-01,8.820738792419433594e-01,8.831353187561035156e-01,8.846248984336853027e-01,8.865467309951782227e-01,8.889061212539672852e-01,8.917157649993896484e-01,8.949805498123168945e-01,8.985880017280578613e-01,9.027841091156005859e-01,9.074705839157104492e-01,9.126504063606262207e-01,9.184746742248535156e-01,9.264613986015319824e-01,9.353501200675964355e-01,9.445058703422546387e-01,9.537537693977355957e-01,9.635697603225708008e-01,9.678633213043212891e-01,9.767097830772399902e-01,9.851645231246948242e-01,1.152641296386718750e+00,1.110301256179809570e+00,1.072741150856018066e+00,1.051475048065185547e+00,1.049910783767700195e+00,1.060015082359313965e+00,1.076029539108276367e+00,1.093224763870239258e+00,1.111546158790588379e+00,1.543112892359838781e+02,5.316019625643296109e+01,4.364654361189583831e-01,4.363323152065277100e-01,-3.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
